index,typeIndex,typeName,ownerCandidate,x,y,nativeX,movesUsed,hpLost,workProgress,commodity,orders,orderName,civ2State,freecivActivity,homeCityIndex,homeCityName,gotoX,gotoY,links,flagBytes,movedCandidate,veteranCandidate,starCandidate
24,9,"Partisans",0,31,33,15,255,255,255,255,38,"Unknown (38)","Idle","Idle",93,"Bordeaux",,,"","00 01 00",false,false,false
25,11,"Riflemen",6,67,91,33,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
26,7,"Musketeers",6,93,97,46,0,255,255,255,255,"None","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
27,7,"Musketeers",6,101,107,50,0,255,255,255,52,"Unknown (52)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
28,7,"Musketeers",6,92,90,46,0,255,255,255,53,"Unknown (53)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
29,43,"Transport",6,1,31,0,0,255,255,255,54,"Unknown (54)","Idle","Idle",,"",,,"","00 01 06",false,false,false
30,10,"Alpine Troops",7,49,73,24,8,255,255,68,16,"Unknown (16)","Fortify","Fortifying",74,"Stalingrad",,,"","00 ff 03",false,true,true
31,10,"Alpine Troops",7,49,73,24,8,255,255,255,8,"Transform","Fortify","Fortifying",31,"Krakow",,,"","00 01 03",false,false,true
32,10,"Alpine Troops",7,46,64,23,0,255,255,30,8,"Transform","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
33,10,"Alpine Troops",7,46,64,23,0,255,255,3,7,"Mine","Fortify","Fortifying",33,"Bucharest",,,"","00 01 03",false,false,true
34,11,"Riflemen",7,46,64,23,0,255,255,32,7,"Mine","Fortify","Fortifying",34,"Tripoli",,,"","00 01 03",false,false,true
35,11,"Riflemen",1,76,34,38,0,255,255,33,7,"Mine","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
36,11,"Riflemen",1,76,34,38,0,255,255,9,63,"Unknown (63)","Fortify","Fortifying",36,"Bergen",,,"","00 01 03",false,false,true
37,11,"Riflemen",1,76,34,38,0,255,255,35,63,"Unknown (63)","Fortify","Fortifying",37,"Tobruk",,,"","00 01 03",false,false,true
38,11,"Riflemen",1,68,26,34,0,255,255,36,63,"Unknown (63)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
39,11,"Riflemen",1,68,26,34,0,255,255,255,57,"Unknown (57)","Fortify","Fortifying",39,"Tangiers",,,"","00 01 03",false,false,true
40,11,"Riflemen",1,64,36,32,0,255,255,38,57,"Unknown (57)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
41,11,"Riflemen",1,64,36,32,0,255,255,255,58,"Unknown (58)","Fortify","Fortifying",41,"Barcelona",,,"","00 01 03",false,false,true
42,11,"Riflemen",1,69,43,34,0,255,255,40,58,"Unknown (58)","Fortify","Fortifying",91,"Tehran",,,"","00 01 03",false,false,true
43,11,"Riflemen",1,69,43,34,0,255,255,255,59,"Unknown (59)","Fortify","Fortifying",43,"Seville",,,"","00 01 03",false,false,true
44,11,"Riflemen",1,72,38,36,0,255,255,42,59,"Unknown (59)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
45,11,"Riflemen",1,72,38,36,0,255,255,255,60,"Unknown (60)","Fortify","Fortifying",45,"Valencia",,,"","00 01 03",false,false,true
46,11,"Riflemen",1,71,53,35,0,255,255,44,60,"Unknown (60)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
47,11,"Riflemen",1,71,53,35,0,255,255,255,71,"Unknown (71)","Fortify","Fortifying",47,"Ankara",,,"","00 01 03",false,false,true
48,11,"Riflemen",1,76,46,38,0,255,255,46,71,"Unknown (71)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
49,11,"Riflemen",1,75,57,37,0,255,255,255,76,"Unknown (76)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
50,11,"Riflemen",1,71,65,35,0,255,255,8,68,"Unknown (68)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
51,11,"Riflemen",1,74,68,37,0,255,255,255,61,"Unknown (61)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
52,11,"Riflemen",1,79,53,39,0,255,255,255,62,"Unknown (62)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
53,11,"Riflemen",1,79,53,39,0,255,255,255,73,"Unknown (73)","Fortify","Fortifying",53,"Basra",,,"","00 01 03",false,false,true
54,11,"Riflemen",1,82,62,41,0,255,255,52,73,"Unknown (73)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
55,11,"Riflemen",1,82,62,41,0,255,255,255,70,"Unknown (70)","Fortify","Fortifying",55,"Suez",,,"","00 01 03",false,false,true
56,11,"Riflemen",1,86,66,43,0,255,255,54,70,"Unknown (70)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
57,10,"Alpine Troops",1,92,68,46,0,255,255,255,72,"Unknown (72)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
58,10,"Alpine Troops",1,87,77,43,4,255,255,255,67,"Unknown (67)","Fortify","Fortifying",59,"Minsk",,,"","00 01 03",false,false,true
59,10,"Alpine Troops",1,92,68,46,0,255,255,255,82,"Unknown (82)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
60,11,"Riflemen",1,88,54,44,0,255,255,57,67,"Unknown (67)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
61,11,"Riflemen",1,88,54,44,0,255,255,255,74,"Unknown (74)","Fortify","Fortifying",61,"Odessa",,,"","00 01 03",false,false,true
62,11,"Riflemen",1,88,54,44,0,255,255,60,74,"Unknown (74)","Fortify","Fortifying",62,"Sevastopol",,,"","00 01 03",false,false,true
63,10,"Alpine Troops",1,73,5,36,0,255,255,61,74,"Unknown (74)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
64,10,"Alpine Troops",3,63,5,31,0,255,255,255,79,"Unknown (79)","Idle","Idle",66,"Astrakhan",,,"","00 01 00",false,false,false
65,10,"Alpine Troops",3,56,14,28,0,255,255,255,36,"Unknown (36)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
66,11,"Riflemen",1,73,5,36,0,255,255,255,35,"Unknown (35)","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
67,11,"Riflemen",1,78,26,39,0,255,255,63,79,"Unknown (79)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
68,11,"Riflemen",1,83,41,41,0,255,255,255,81,"Unknown (81)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
69,11,"Riflemen",1,83,41,41,0,255,255,255,83,"Unknown (83)","Fortify","Fortifying",69,"Kuibyshev",,,"","00 01 03",false,false,true
70,11,"Riflemen",1,84,32,42,0,255,255,68,83,"Unknown (83)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
71,11,"Riflemen",1,84,32,42,0,255,255,255,80,"Unknown (80)","Fortify","Fortifying",71,"Kiev",,,"","00 01 03",false,false,true
72,11,"Riflemen",1,92,36,46,0,255,255,70,80,"Unknown (80)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
73,11,"Riflemen",1,92,36,46,0,255,255,255,75,"Unknown (75)","Fortify","Fortifying",73,"Kharkov",,,"","00 01 03",false,false,true
74,11,"Riflemen",1,92,42,46,0,255,255,72,75,"Unknown (75)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
75,11,"Riflemen",1,97,61,48,0,255,255,255,69,"Unknown (69)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
76,11,"Riflemen",1,97,61,48,0,255,255,255,66,"Unknown (66)","Fortify","Fortifying",76,"Kursk",,,"","00 01 03",false,false,true
77,11,"Riflemen",1,97,61,48,0,255,255,75,66,"Unknown (66)","Fortify","Fortifying",77,"Magnitogorsk",,,"","00 01 03",false,false,true
78,11,"Riflemen",1,101,53,50,0,255,255,76,66,"Unknown (66)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
79,11,"Riflemen",1,102,36,51,0,255,255,255,84,"Unknown (84)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
80,11,"Riflemen",1,102,36,51,0,255,255,255,64,"Unknown (64)","Fortify","Fortifying",80,"Gorky",,,"","00 01 03",false,false,true
81,11,"Riflemen",1,102,36,51,0,255,255,79,64,"Unknown (64)","Fortify","Fortifying",81,"Vologda",,,"","00 01 03",false,false,true
82,11,"Riflemen",1,105,41,52,0,255,255,80,64,"Unknown (64)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
83,11,"Riflemen",1,105,41,52,0,255,255,255,77,"Unknown (77)","Fortify","Fortifying",83,"Voronezh",,,"","00 01 03",false,false,true
84,11,"Riflemen",1,106,46,53,0,255,255,82,77,"Unknown (77)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
85,11,"Riflemen",1,121,43,60,0,255,255,255,78,"Unknown (78)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
86,11,"Riflemen",1,134,44,67,0,255,255,255,87,"Unknown (87)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
87,11,"Riflemen",1,134,44,67,0,255,255,255,86,"Unknown (86)","Fortify","Fortifying",87,"Omsk",,,"","00 01 03",false,false,true
88,11,"Riflemen",1,146,40,73,0,255,255,86,86,"Unknown (86)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
89,11,"Riflemen",1,146,40,73,0,255,255,255,85,"Unknown (85)","Fortify","Fortifying",89,"Belgrade",,,"","00 01 03",false,false,true
90,10,"Alpine Troops",1,146,40,73,0,255,255,88,85,"Unknown (85)","Fortify","Fortifying",90,"Stockholm",,,"","00 01 03",false,false,true
91,11,"Riflemen",1,64,36,32,0,255,255,89,85,"Unknown (85)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
92,11,"Riflemen",1,102,76,51,0,255,255,41,58,"Unknown (58)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
93,11,"Riflemen",4,39,79,19,0,255,255,255,65,"Unknown (65)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
94,11,"Riflemen",4,46,86,23,0,255,255,23,38,"Unknown (38)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
95,11,"Riflemen",4,37,87,18,0,255,255,255,45,"Unknown (45)","Idle","Idle",,"",,,"","00 01 00",false,false,false
96,11,"Riflemen",4,37,87,18,0,255,255,255,43,"Unknown (43)","Idle","Idle",96,"Strasbourg",,,"","00 ff 00",false,true,false
97,11,"Riflemen",4,42,84,21,0,255,255,95,43,"Unknown (43)","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
98,11,"Riflemen",4,42,84,21,0,255,255,255,45,"Unknown (45)","Fortify","Fortifying",98,"Athens",,,"","00 01 03",false,false,true
99,11,"Riflemen",4,45,77,22,0,255,255,97,45,"Unknown (45)","Idle","Idle",,"",,,"","00 01 00",false,false,false
100,11,"Riflemen",4,41,75,20,0,255,255,255,41,"Unknown (41)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
101,11,"Riflemen",4,35,73,17,0,255,255,255,42,"Unknown (42)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
102,11,"Riflemen",4,35,89,17,0,255,255,255,44,"Unknown (44)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
103,11,"Riflemen",4,35,95,17,0,255,255,255,46,"Unknown (46)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
104,11,"Riflemen",2,70,80,35,0,255,255,255,39,"Unknown (39)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
105,11,"Riflemen",2,70,80,35,0,255,255,255,48,"Unknown (48)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
106,11,"Riflemen",2,78,82,39,0,255,255,104,48,"Unknown (48)","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
107,11,"Riflemen",2,78,82,39,0,255,255,255,47,"Unknown (47)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
108,10,"Alpine Troops",2,88,80,44,2,255,255,106,47,"Unknown (47)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
109,11,"Riflemen",2,88,80,44,2,255,255,255,51,"Unknown (51)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
110,11,"Riflemen",2,70,86,35,0,255,255,108,51,"Unknown (51)","Idle","Idle",,"",,,"","00 01 00",false,false,false
111,11,"Riflemen",2,79,87,39,0,255,255,255,49,"Unknown (49)","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
112,11,"Riflemen",2,79,87,39,0,255,255,255,50,"Unknown (50)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
113,11,"Riflemen",2,78,82,39,0,255,255,111,50,"Unknown (50)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
114,11,"Riflemen",5,62,72,31,0,255,255,107,47,"Unknown (47)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
115,11,"Riflemen",5,62,72,31,0,255,255,16,89,"Unknown (89)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
116,11,"Riflemen",5,46,46,23,0,255,255,114,89,"Unknown (89)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
117,10,"Alpine Troops",5,58,26,29,0,255,255,255,92,"Unknown (92)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
118,10,"Alpine Troops",5,58,26,29,0,255,255,255,90,"Unknown (90)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
119,11,"Riflemen",5,58,26,29,0,255,255,117,90,"Unknown (90)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
120,11,"Riflemen",5,103,93,51,0,255,255,118,90,"Unknown (90)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
121,11,"Riflemen",5,103,93,51,0,255,255,255,91,"Unknown (91)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
122,22,"Armor",3,49,53,24,192,255,255,120,91,"Unknown (91)","Idle","Idle",,"",,,"","00 01 00",false,false,false
123,22,"Armor",3,49,53,24,192,255,255,255,24,"Unknown (24)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
124,22,"Armor",3,49,53,24,192,255,255,122,24,"Unknown (24)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
125,22,"Armor",3,49,53,24,192,255,255,123,24,"Unknown (24)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
126,22,"Armor",3,50,46,25,32,255,255,124,24,"Unknown (24)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
127,22,"Armor",3,49,53,24,128,255,255,255,25,"Unknown (25)","FortifiedCandidate","Idle",,"",,,"","00 ff 00",false,true,false
128,22,"Armor",3,51,53,25,0,255,255,125,25,"Unknown (25)","FortifiedCandidate","Idle",,"",,,"","00 ff 00",false,true,false
129,22,"Armor",3,51,53,25,0,255,255,129,26,"Unknown (26)","FortifiedCandidate","Idle",,"",,,"","00 ff 00",false,true,false
130,22,"Armor",3,50,52,25,0,255,255,255,26,"Unknown (26)","FortifiedCandidate","Idle",,"",,,"","00 ff 00",false,true,false
131,22,"Armor",3,56,54,28,0,255,255,255,0,"Unknown (0)","Idle","Idle",15,"London",,,"","00 ff 00",false,true,false
132,22,"Armor",3,52,54,26,0,255,255,255,27,"Unknown (27)","FortifiedCandidate","Idle",,"",,,"","00 ff 00",false,true,false
133,10,"Alpine Troops",3,51,43,25,0,255,255,255,26,"Unknown (26)","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
134,11,"Riflemen",3,51,43,25,0,255,255,255,25,"Unknown (25)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
135,11,"Riflemen",3,51,43,25,0,255,255,133,25,"Unknown (25)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
136,10,"Alpine Troops",3,50,54,25,0,255,255,134,25,"Unknown (25)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
137,11,"Riflemen",3,50,54,25,0,255,255,255,24,"Unknown (24)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
138,11,"Riflemen",3,50,54,25,0,255,255,136,24,"Unknown (24)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
139,12,"Marines",3,51,43,25,0,255,255,137,24,"Unknown (24)","Idle","Idle",,"",,,"","00 01 00",false,false,false
140,11,"Riflemen",3,52,58,26,0,255,255,135,25,"Unknown (25)","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
141,11,"Riflemen",3,52,58,26,0,255,255,255,26,"Unknown (26)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
142,10,"Alpine Troops",3,55,63,27,0,255,255,140,26,"Unknown (26)","Idle","Idle",,"",,,"","00 01 00",false,false,false
143,11,"Riflemen",3,55,63,27,0,255,255,255,2,"Fortified","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
144,11,"Riflemen",3,55,63,27,0,255,255,142,2,"Fortified","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
145,10,"Alpine Troops",3,48,50,24,64,255,255,143,2,"Fortified","Idle","Idle",,"",,,"","00 01 00",false,false,false
146,10,"Alpine Troops",3,49,55,24,128,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
147,11,"Riflemen",3,50,58,25,128,255,255,255,24,"Unknown (24)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
148,11,"Riflemen",3,51,61,25,128,255,255,255,26,"Unknown (26)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
149,11,"Riflemen",3,49,45,24,32,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
150,10,"Alpine Troops",3,61,7,30,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
151,10,"Alpine Troops",3,49,25,24,0,255,255,255,35,"Unknown (35)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
152,11,"Riflemen",3,49,25,24,0,255,255,255,36,"Unknown (36)","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
153,10,"Alpine Troops",3,53,29,26,0,255,255,151,36,"Unknown (36)","Idle","Idle",,"",,,"","00 01 00",false,false,false
154,11,"Riflemen",3,53,29,26,0,255,255,255,35,"Unknown (35)","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
155,27,"Fighter",3,50,54,25,0,255,255,153,35,"Unknown (35)","Idle","Idle",,"",,,"","00 01 00",false,false,false
156,27,"Fighter",3,51,43,25,0,255,255,138,24,"Unknown (24)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
157,27,"Fighter",3,52,58,26,0,255,255,139,25,"Unknown (25)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
158,27,"Fighter",3,55,63,27,0,255,255,141,26,"Unknown (26)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
159,27,"Fighter",3,50,54,25,0,255,255,144,2,"Fortified","Idle","Idle",,"",,,"","00 ff 00",false,true,false
160,27,"Fighter",3,50,54,25,0,255,255,155,24,"Unknown (24)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
161,28,"Bomber",3,54,48,27,0,255,255,159,24,"Unknown (24)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
162,28,"Bomber",3,54,48,27,0,255,255,2,0,"Unknown (0)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
163,28,"Bomber",3,56,54,28,0,255,255,161,0,"Unknown (0)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
164,28,"Bomber",3,50,54,25,0,255,255,131,27,"Unknown (27)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
165,40,"Battleship",3,52,38,26,0,255,255,160,24,"Unknown (24)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
166,40,"Battleship",3,51,43,25,0,255,255,255,25,"Unknown (25)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
167,38,"Cruiser",3,51,43,25,0,255,255,156,25,"Unknown (25)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
168,38,"Cruiser",3,62,44,31,0,255,255,166,25,"Unknown (25)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
169,37,"Destroyer",3,49,25,24,0,255,255,255,30,"Unknown (30)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
170,13,"Paratroopers",3,59,59,29,0,255,255,152,36,"Unknown (36)","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
171,11,"Riflemen",3,62,44,31,0,255,255,217,27,"Unknown (27)","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
172,11,"Riflemen",3,62,44,31,0,255,255,168,30,"Unknown (30)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
173,11,"Riflemen",3,63,51,31,0,255,255,171,30,"Unknown (30)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
174,11,"Riflemen",3,63,51,31,0,255,255,255,29,"Unknown (29)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
175,1,"Engineers",3,63,51,31,0,255,255,173,29,"Unknown (29)","Idle","Idle",,"",,,"","00 01 00",false,false,false
176,1,"Engineers",3,54,48,27,0,255,255,174,29,"Unknown (29)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
177,1,"Engineers",3,56,54,28,0,255,255,162,0,"Unknown (0)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
178,1,"Engineers",3,59,59,29,0,255,255,163,27,"Unknown (27)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
179,11,"Riflemen",3,63,57,31,0,255,255,255,28,"Unknown (28)","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
180,11,"Riflemen",3,63,57,31,0,255,255,255,31,"Unknown (31)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
181,11,"Riflemen",3,63,51,31,0,255,255,179,31,"Unknown (31)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
182,12,"Marines",3,62,44,31,0,255,255,175,29,"Unknown (29)","Idle","Idle",,"",,,"","00 01 00",false,false,false
183,11,"Riflemen",3,65,105,32,0,255,255,172,30,"Unknown (30)","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
184,22,"Armor",3,65,105,32,0,255,255,255,37,"Unknown (37)","Idle","Idle",,"",,,"","00 01 00",false,false,false
185,22,"Armor",3,54,104,27,0,255,255,183,37,"Unknown (37)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
186,10,"Alpine Troops",3,54,104,27,0,255,255,255,34,"Unknown (34)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
187,11,"Riflemen",3,54,104,27,0,255,255,185,34,"Unknown (34)","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
188,43,"Transport",3,61,87,30,0,255,255,186,34,"Unknown (34)","Idle","Idle",,"",,,"","00 01 00",false,false,false
189,43,"Transport",3,61,87,30,0,255,255,255,6,"Irrigate/Farmland","Idle","Idle",,"",,,"","00 ff 00",false,true,false
190,40,"Battleship",3,61,87,30,0,255,255,188,6,"Irrigate/Farmland","Idle","Idle",,"",,,"","00 ff 00",false,true,false
191,38,"Cruiser",3,61,87,30,0,255,255,189,6,"Irrigate/Farmland","Idle","Idle",,"",,,"","00 ff 00",false,true,false
192,38,"Cruiser",3,61,87,30,0,255,255,190,6,"Irrigate/Farmland","Idle","Idle",,"",,,"","00 ff 00",false,true,false
193,37,"Destroyer",3,61,87,30,0,255,255,191,6,"Irrigate/Farmland","Idle","Idle",,"",,,"","00 ff 00",false,true,false
194,11,"Riflemen",3,61,87,30,0,255,255,192,6,"Irrigate/Farmland","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
195,11,"Riflemen",3,61,87,30,0,255,255,193,6,"Irrigate/Farmland","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
196,11,"Riflemen",3,56,82,28,0,255,255,194,6,"Irrigate/Farmland","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
197,11,"Riflemen",3,56,82,28,0,255,255,255,3,"Sentry","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
198,11,"Riflemen",3,56,82,28,0,255,255,196,3,"Sentry","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
199,10,"Alpine Troops",3,53,73,26,128,255,255,197,3,"Sentry","Idle","Idle",,"",,,"","00 01 00",false,false,false
200,11,"Riflemen",3,53,73,26,128,255,255,255,4,"Build Fortress","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
201,11,"Riflemen",3,53,73,26,128,255,255,199,4,"Build Fortress","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
